GDS Record Locator,Reservation Date,Check In Date,Check Out Date,Hotel Chain Code,Hotel Chain Name,Hotel Property Name,Hotel Address,Hotel City Name,Hotel State,Hotel Zip Code,Hotel Country Code,Number of Room Nights,Daily Rate,Room Rate Code,Online Indicator
KEDCFO,5/4/11,5/9/11,5/13/11,HH,HILTON/CONRAD HOTELS,Hilton San Diego Mission Valley CA,901 Camino Del Rio South,San Diego                ,CA,92108,US,4,131.00,A02,Y
KEHYYP,6/27/11,6/27/11,6/28/11,ES,EMBASSY SUITES,"Embassy Suites Bloomington, MN",2800 American Bl West,Minneapolis              ,MN,55431,US,1,120.00,A09,Y
KEHYYP,6/28/11,6/27/11,6/29/11,ES,EMBASSY SUITES,"Embassy Suites Bloomington, MN",2800 American Bl West,Minneapolis              ,MN,55431,US,2,60.00,A09,N
KEKDJQ,10/14/11,11/13/11,11/14/11,HH,HILTON/CONRAD HOTELS,Hilton Logan Airport Boston MA,85 Terminal Road,Boston                   ,MA,02128,US,1,158.00,A02A00,N
KELJID,7/15/11,7/20/11,7/23/11,HY,HYATT HOTELS,Hyatt Regency Washington,400 New Jersey Ave Nw,Washington               ,DC,20001,US,3,157.00,DBL,N
KELJID,7/15/11,7/20/11,7/23/11,HY,HYATT HOTELS,Hyatt Regency Washington,400 New Jersey Ave Nw,Washington               ,DC,20001,US,3,157.00,DBL,N
KELWCF,2/13/13,2/19/13,2/27/13,HI,HOLIDAY INNS,"Holiday Inn Exp Sts Fairbanks, AK",400 Merhar Ave.,Fairbanks                ,AK,99701,US,8,75.00,2QNXVU,Y
KENAZL,1/3/13,1/8/13,1/9/13,SI,SHERATON HOTELS,Sheraton - Los Angeles CA,711 South Hope Street,Los Angeles              ,CA,90017,US,1,125.00,A1KXVU,N
KERYFS,7/24/13,7/29/13,8/2/13,KC,KIMCO HOTELS,Hotel Palomar Dc  Washington DC,2121 P Street Nw,Washington               ,DC,20037,US,4,169.00,A1QXV5,Y
KETPFD,1/29/12,1/30/12,1/31/12,ES,EMBASSY SUITES,Embassy Suites Chicago Dtwn IL,600 N State St,Chicago                  ,IL,60610,US,1,139.00,A02LV7,N
KEVHLZ,11/15/10,11/17/10,11/18/10,YZ,STAYBRIDGE SUITES,Staybridge Suites Tucson,2705 Executive Drive,Tucson                   ,AZ,85756,US,1,77.00,KNG,N
KEVIPZ,4/25/13,4/30/13,5/1/13,HH,HILTON/CONRAD HOTELS,Hilton Crystal City Natl Arpt Arlington,2399 Jefferson Davis Highway,Arlington                ,VA,22202,US,1,224.00,A0CE0J,Y
KEVIPZ,4/26/13,4/30/13,5/1/13,HH,HILTON/CONRAD HOTELS,Hilton Crystal City Natl Arpt Arlington,2399 Jefferson Davis Highway,Arlington                ,VA,22202,US,1,224.00,A0CE0J,N
KEWJOK,10/19/11,10/24/11,10/27/11,HH,HILTON/CONRAD HOTELS,Hilton Clearwater Beach FL,400 Mandalay Ave,Clearwater Beach         ,FL,33767,US,3,93.00,A12CS0,Y
KFBLTG,2/13/11,2/13/11,2/17/11,RZ,RITZ CARLTON HOTELS,Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta                  ,GA,30326,US,4,132.00,GOV,N
KFCLPL,6/27/13,7/2/13,7/3/13,HY,HYATT HOTELS,Hyatt Regency Columbus OH,350 N High Street,Columbus                 ,OH,43215,US,1,94.00,KNGFPL,Y
KFCLPL,6/27/13,7/2/13,7/3/13,HY,HYATT HOTELS,Hyatt Regency Columbus OH,350 N High Street,Columbus                 ,OH,43215,US,1,94.00,KNGFPL,Y
KFCWYN,1/12/11,1/18/11,1/21/11,RZ,RITZ CARLTON HOTELS,Ritz-Carlton Atlanta,181 Peachtree Street Northeast,Atlanta                  ,GA,30303,US,3,132.00,GOV,N
KFDBPY,1/19/11,1/24/11,1/25/11,CP,CROWNE PLAZA HOTELS,Crowne Plaza Tampa Westshore,5303 West Kennedy Boulevard,Tampa                    ,FL,33609,US,1,108.00,2DN,N
KFDLJX,6/13/12,6/20/12,6/21/12,LM,LEXINGTON MGNT CORP.,La Posada Hotel And Suites,1000 Zaragoza Street,Laredo                   ,TX,78040,US,1,82.00,A1KXVU,N
KFDSNA,4/19/12,4/23/12,4/27/12,HY,HYATT HOTELS,Hyatt Regency Waikiki Beach HI,2424 Kalakaua Avenue,Honolulu                 ,HI,96815,US,4,177.00,VW3FPL,N
KFERWY,1/6/12,1/11/12,1/12/12,HY,HYATT HOTELS,Hyatt Regency Cleveland Arcade OH,420 Superior Avenue,Cleveland                ,OH,44114-1208,US,1,101.00,KNGGVD,Y
KFFLDQ,3/19/12,3/22/12,3/23/12,CP,CROWNE PLAZA HOTELS,Crowne Plaza Union Station Dtw Indianapo,123 W Louisiana Street,Indianapolis             ,IN,46225,US,1,91.00,STNXVU,Y
KFFWMF,10/26/12,10/31/12,11/2/12,CP,CROWNE PLAZA HOTELS,Crowne Plaza Hamilton Washington DC,1001 K St NW And 14th St,Washington               ,DC,20005,US,2,226.00,KFNXVU,Y
KFGVPV,1/17/12,1/17/12,1/18/12,ES,EMBASSY SUITES,Embassy Ste Tucsonpaloma Vlg,3110 East Skyline Drive,Tucson                   ,AZ,85718,US,1,90.00,A01A5X,N
KFGVPV,1/17/12,1/17/12,1/20/12,ES,EMBASSY SUITES,Embassy Stes Phoenix-Scottsdale Paradise,4415 E Paradise Village Parkwa,Phoenix                  ,AZ,85032,US,3,148.00,A0GA86,N
KFHAUU,2/9/12,2/14/12,2/15/12,DR,DRURY INN,Drury Inn Suites Jackson Ridgeland MS,610 East County Line Road,Ridgeland                ,MS,39158,US,1,77.00,A06A3H,N
KFHLIZ,10/15/12,10/16/12,10/18/12,GI,HILTON GARDEN INN,Hilton Garden Inn Kennewick WA,701 East Young Street,Kennewick                ,WA,99336,US,2,93.00,A03ANN,N
KFMXEV,10/15/12,10/16/12,10/18/12,WM,WESTMARK HOTELS,Westmark Fairbanks AK,813 Noble St,Fairbanks                ,AK,99701,US,2,75.00,C1DGOV,N
KFVAOW,1/17/13,1/22/13,1/25/13,HG,HOMEWOOD SUITE,Homewood Suites Gainesville FL,3333 Sw 42Nd Street,Gainesville              ,FL,32608,US,3,90.00,A0CA2E,Y
KFVMGK,12/10/10,12/14/10,12/15/10,HY,HYATT HOTELS,Hyatt Regency Cleveland Arcade OH,420 Superior Avenue,Cleveland                ,OH,44114-1208,US,1,102.00,KNG,Y
KFWMLF,4/29/11,5/4/11,5/5/11,HI,HOLIDAY INNS,Holiday Inn Hotel - Pearl MS,110 Bass Pro Drive,Pearl                    ,MS,39288,US,1,77.00,KON,N
KFWMLF,4/29/11,5/4/11,5/6/11,HI,HOLIDAY INNS,Holiday Inn Hotel - Pearl MS,110 Bass Pro Drive,Pearl                    ,MS,39288,US,2,77.00,KON,Y
KFZJAG,5/31/12,6/4/12,6/8/12,SI,SHERATON HOTELS,Sheraton Denver West Hotel Lakewood CO,360 Union Blvd,Denver                   ,CO,80228,US,4,149.00,C2QGOV,N
KGBVJL,2/9/11,2/14/11,2/17/11,ES,EMBASSY SUITES,Embassy Suites Seattle,15920 West Valley Highway,Seattle                  ,WA,98188,US,3,139.00,A03,N
KGCWWU,9/5/12,9/11/12,9/12/12,HI,HOLIDAY INNS,Holiday Inn Titusville Kennedy FL,4715 Helen Hauser Blvd,Titusville               ,FL,32780,US,1,99.00,KEN523,Y
KGDIIV,1/5/12,1/10/12,1/12/12,GI,HILTON GARDEN INN,Hilton Garden Inn US Capitol - Washingto,1225 First St Ne,Washington               ,DC,20002,US,2,183.00,A00A73,Y
KGIPBE,3/23/12,3/28/12,3/29/12,OM,OMNI/SUPRANATIONAL,Omni Fort Worth Hotel,1300 Houston Street Tarrant,Fort Worth               ,TX,76102,US,1,139.00,A2QXVU,Y
KGJHIW,9/13/12,9/19/12,9/20/12,HX,HAMPTON INNS,Hampton Stes Milwaukee WI,176 W Wisconsin Avenue,Milwaukee                ,WI,53203,US,1,117.00,A0PA4Y,Y
KGJKSX,2/21/13,2/26/13,3/1/13,HY,HYATT HOTELS,Hyatt Place Rdu Airport Morrisville NC,200 Airgate Drive,Morrisville              ,NC,27560,US,3,91.00,KNGFPL,Y
KGJKSX,2/21/13,2/26/13,3/1/13,HY,HYATT HOTELS,Hyatt Place Rdu Airport Morrisville NC,200 Airgate Drive,Morrisville              ,NC,27560,US,3,91.00,KNGFPL,Y
KGMIHV,8/22/13,8/27/13,8/29/13,RD,RADISSON HOTELS,"Radisson Hotel El Paso, TX",1770 Airway Boulevard,El Paso                  ,TX,79925,US,2,88.00,IA0154,Y
KGOQTG,6/15/11,6/20/11,6/22/11,KC,KIMCO HOTELS,Monaco Slc A Kimpto - Salt Lake City UT,15 West 200 South,Salt Lake City           ,UT,84101,US,2,95.00,A1Q,Y
KGPGFS,2/16/12,2/21/12,2/22/12,WI,WESTIN HOTELS,"Westin Detroit Metro Detroit, MI",2501 Worldgateway Place,Detroit                  ,MI,48242-6298,US,1,91.00,A1KXVU,N
KGSQVG,1/20/12,1/25/12,1/27/12,HI,HOLIDAY INNS,Holiday Inn Express Stanton Disneyland P,7161 Westc Katella Avenue,Stanton                  ,CA,90680,US,2,149.00,1DNXVU,N
KGSQVG,1/20/12,1/25/12,1/27/12,HI,HOLIDAY INNS,Holiday Inn Express Stanton Disneyland P,7161 Westc Katella Avenue,Stanton                  ,CA,90680,US,2,149.00,1DNXVU,N
KGSQVG,1/24/12,1/26/12,1/27/12,HI,HOLIDAY INNS,Holiday Inn Express Stanton Disneyland P,7161 Westc Katella Avenue,Stanton                  ,CA,90680,US,1,149.00,1DNXVU,N
KGURHU,9/5/13,9/10/13,9/13/13,CX,COUNTRY HOSPITALITY INN,Country Inn Ste - Oklahoma City OK,2415 South Meridian Avenue,Oklahoma City            ,OK,73108,US,3,81.00,IA0098,Y
KGURJS,4/10/13,4/14/13,4/20/13,HX,HAMPTON INNS,Hampton Suite Country Club Plaza - Kansa,4600 Summitt,Kansas City              ,MO,64112,US,6,99.00,A0GA51,Y
KGVBUV,9/11/13,9/16/13,9/19/13,EA,EXTENDED STAY,Extended Stay Stockton-March Lane CA,2844 West March Lane,Stockton                 ,CA,95219,US,3,69.98,A01ASK,Y
KGVBUV,9/11/13,9/19/13,9/20/13,SI,SHERATON HOTELS,Four Points Sacramento Intl Ap,4900 Duckhorn,Sacramento               ,CA,95834,US,1,99.00,B1KXVU,Y
KGWOER,9/23/11,9/26/11,9/28/11,RZ,RITZ CARLTON HOTELS,Ritz Carlton Pentagon Arlington,1250 S Hayes St,Arlington                ,VA,22202,US,2,211.00,GOV,N
KGYAQV,8/16/11,8/22/11,8/26/11,MC,MARRIOTT HOTELS,Marriott Wardman Park Hotel Washington D,2660 Woodley Road Nw,Washington               ,DC,20008,US,4,157.00,GOV,N
KGYDUX,4/25/13,4/28/13,5/3/13,CX,COUNTRY HOSPITALITY INN,Country Inn & Suites - Harrisburg West P,4943 Gettysburg Road,Mechanicsburg            ,PA,17055,US,5,85.00,IA0037,N
KGYKLI,5/24/13,6/4/13,6/6/13,HX,HAMPTON INNS,Hampton Inn Kingsport TN,2000 Enterprise Place,Kingsport                ,TN,37660,US,2,77.00,A0GA0I,N
KGZUMV,8/1/13,8/6/13,8/7/13,BR,RENAISSANCE HOTELS,Renaissance Portsmouth VA,425 Water St,Portsmouth               ,VA,23704,US,1,77.00,XVUO00,N
KGZVXY,3/22/13,3/26/13,3/28/13,RD,RADISSON HOTELS,Radisson Hotel Fisher - San Francisco CA,250 Beach St,San Francisco            ,CA,94133,US,2,155.00,IA0164,N
KHAWTO,3/14/12,3/19/12,3/23/12,ES,EMBASSY SUITES,Embassy Suites Denver CO,7001 Yampa St,Denver                   ,CO,80249,US,4,149.00,A05A48,Y
KHDSDV,9/10/12,9/12/12,9/14/12,HH,HILTON/CONRAD HOTELS,Hilton Crystal City Natl Arpt Arlington,2399 Jefferson Davis Highway,Arlington                ,VA,22202,US,2,226.00,A0CE0J,Y
KHECZX,9/26/13,10/1/13,10/3/13,CP,CROWNE PLAZA HOTELS,Crowne Plaza Msp Airport Mall - Blooming,Three Appletree Square,Minneapolis              ,MN,55425,US,2,121.00,KNGXVU,Y
KHFMSN,3/22/12,3/27/12,3/28/12,WI,WESTIN HOTELS,Westin Book Cadillac Detroit MI,1114 Washington Blvd,Detroit                  ,MI,48226,US,1,91.00,X2DXVU,Y
KHGIRV,5/15/13,5/20/13,5/22/13,GH,GRAND HERITAGE,Condado Plaza San Juan,999 Ashford Avenue,San Juan,,00902,PR,2,179.00,A0JA1E,N
KHHZZN,1/6/12,1/10/12,1/12/12,CP,CROWNE PLAZA HOTELS,"Crowne Plaza Syracuse, NY",701 Genesee Street,Syracuse                 ,NY,13210,US,2,94.00,KNGXVU,Y
KHIKAN,8/21/12,9/4/12,9/9/12,HI,HOLIDAY INNS,Holiday Inn - Almaty KZ,2D Timiryazev Street,Almaty,,050013,KZ,5,173.53,KNG523,N
KHIKAN,8/21/12,9/4/12,9/9/12,HI,HOLIDAY INNS,Holiday Inn - Almaty KZ,2D Timiryazev Street,Almaty,,050013,KZ,5,173.53,KNG523,N
KHIKAN,8/21/12,9/4/12,9/9/12,HI,HOLIDAY INNS,Holiday Inn - Almaty KZ,2D Timiryazev Street,Almaty,,050013,KZ,5,173.53,KNG523,N
KHIKAN,8/21/12,9/4/12,9/9/12,HI,HOLIDAY INNS,Holiday Inn - Almaty KZ,2D Timiryazev Street,Almaty,,050013,KZ,5,173.53,KNG523,N
KHIKAN,8/21/12,9/4/12,9/9/12,HI,HOLIDAY INNS,Holiday Inn - Almaty KZ,2D Timiryazev Street,Almaty,,050013,KZ,5,173.53,KNG523,N
KHIKAN,8/21/12,9/4/12,9/9/12,HI,HOLIDAY INNS,Holiday Inn - Almaty KZ,2D Timiryazev Street,Almaty,,050013,KZ,5,173.53,KNG523,N
KHIKAN,8/21/12,9/9/12,9/13/12,HY,HYATT HOTELS,Hyatt Regency Bishkek KG,191 Sovietskaya Street,Bishkek,,720011,KG,4,279.00,QENGVD,N
KHIKAN,8/21/12,9/9/12,9/13/12,HY,HYATT HOTELS,Hyatt Regency Bishkek KG,191 Sovietskaya Street,Bishkek,,720011,KG,4,279.00,QENGVD,N
KHIKAN,8/21/12,9/9/12,9/13/12,HY,HYATT HOTELS,Hyatt Regency Bishkek KG,191 Sovietskaya Street,Bishkek,,720011,KG,4,279.00,QENGVD,N
KHIKAN,8/21/12,9/9/12,9/13/12,HY,HYATT HOTELS,Hyatt Regency Bishkek KG,191 Sovietskaya Street,Bishkek,,720011,KG,4,279.00,QENGVD,N
KHIKAN,8/21/12,9/9/12,9/13/12,HY,HYATT HOTELS,Hyatt Regency Bishkek KG,191 Sovietskaya Street,Bishkek,,720011,KG,4,279.00,QENGVD,N
KHIKAN,8/21/12,9/9/12,9/13/12,HY,HYATT HOTELS,Hyatt Regency Bishkek KG,191 Sovietskaya Street,Bishkek,,720011,KG,4,279.00,QENGVD,N
KHKVTH,9/4/13,9/9/13,9/13/13,RD,RADISSON HOTELS,Radisson Martinique Broadway New York NY,49 West 32Nd Street,New York                 ,NY,10001,US,4,295.00,IA0101,N
KHLZGD,2/24/11,2/28/11,3/2/11,OM,OMNI/SUPRANATIONAL,Omni Fort Worth Hotel,1300 Houston Street Tarrant,Fort Worth               ,TX,76102,US,2,138.00,A1K,N
KHMHUW,5/29/13,6/3/13,6/7/13,UI,UTELL INTERNATIONAL,Boston Park Plaza Hotel,50 Park Plaza At Arlington Str,Boston                   ,MA,02116,US,4,201.00,N1KXVU,N
KHMLYU,2/16/12,2/22/12,2/23/12,RQ,REGAL HOTELS INTERNATIONAL,Regal Biltmore,506 S Grand Av,Los Angeles              ,CA,90071-2607,US,1,125.00,C1KXVU,Y
KHNWHM,3/21/11,3/22/11,3/25/11,WI,WESTIN HOTELS,The Westin San Diego CA,400 West Broadway,San Diego                ,CA,92101,US,3,131.00,W2D,N
KHQWTI,8/4/11,8/9/11,8/10/11,SI,SHERATON HOTELS,Four Points Sheraton - San Diego,8110 Aero Dr,San Diego                ,CA,92123,US,1,99.00,B2Q,Y
KHWZFK,3/8/12,3/22/12,3/23/12,SI,SHERATON HOTELS,Sheraton Phoenix Downtown Htl,340 North 3rd Street,Phoenix                  ,AZ,85004,US,1,128.00,X2DXVU,N
KHXJTD,7/10/13,7/15/13,7/18/13,CP,CROWNE PLAZA HOTELS,Crowne Plaza Arpt Burlingame CA,1177 Airport Blvd,Burlingame               ,CA,94010,US,3,111.00,KANXVU,Y
KHXMLN,1/5/12,1/8/12,1/9/12,SI,SHERATON HOTELS,"Four Points Philadelphia, PA",1201 Race Street,Philadelphia             ,PA,19107,US,1,136.00,A1KGOV,N
KHXMLN,1/5/12,1/9/12,1/13/12,WY,WYNDHAM HOTELS,Wyndham Manhattan Chelsea West,37 West 24Th Street,New York                 ,NY,10010,US,4,189.00,N1KXVU,N
KHYIMS,9/29/11,10/19/11,10/21/11,CZ,COMFORT SUITES,Comfort Suites Newark,1348 Macarter Hwy,Newark                   ,NJ,07102,US,2,89.00,Z30,N
KHZCSU,11/3/11,11/8/11,11/9/11,HI,HOLIDAY INNS,Holiday Inn Express Central El Paso TX,409 East Missouri Avenue,El Paso                  ,TX,79901,US,1,88.00,KSNXVU,Y
KIBOUJ,6/19/13,6/23/13,6/24/13,CC,CLARION HOTELS,Clarion Suites - Saint George UT,1239 S Main St,Saint George             ,UT,84770,US,1,77.00,ZB2EXV,Y
KIBOUJ,6/19/13,6/24/13,6/26/13,HX,HAMPTON INNS,Hampton Inn Salt Lake City North Woods C,2393 South 800 West,Woods Cross              ,UT,84087,US,2,77.00,A0FA0O,Y
KIBOUJ,6/19/13,6/26/13,6/27/13,BV,AMERICAS BEST VALUE INNS,Americas Best Value,260 West Main Street,Vernal                   ,UT,84078,US,1,49.49,C1QXVC,Y
KIGPNW,10/19/12,10/22/12,10/23/12,HI,HOLIDAY INNS,Holiday Inn Capitol Washington DC,550 C St Sw,Washington               ,DC,20024,US,1,226.00,STNXVU,Y
KIGPNW,10/19/12,10/22/12,10/23/12,HI,HOLIDAY INNS,Holiday Inn Capitol Washington DC,550 C St Sw,Washington               ,DC,20024,US,1,226.00,STNXVU,Y
KIHUZO,12/7/11,12/11/11,12/16/11,RZ,RITZ CARLTON HOTELS,Ritz Carlton Pentagon Arlington,1250 S Hayes St,Arlington                ,VA,22202,US,5,183.00,GOVA00,Y
KIISKW,3/6/12,3/11/12,3/14/12,SU,SOUTHERN SUN HOTELS,Al Manzil Hotel - Dubai AE,Burj Dubai Boulevard,Dubai,,114822,AE,3,299.47,N2TBR8,N
KIISKW,3/6/12,3/11/12,3/14/12,SU,SOUTHERN SUN HOTELS,Al Manzil Hotel - Dubai AE,Burj Dubai Boulevard,Dubai,,114822,AE,3,299.47,N2TBR8,N
KIKRAG,10/3/11,10/4/11,10/5/11,DT,DOUBLETREE HOTELS,Doubletree Bay City Riverfront,One Wenonah Park Place,Bay City                 ,MI,48708,US,1,77.00,A01,N
KIKRAG,10/3/11,10/5/11,10/6/11,WI,WESTIN HOTELS,Westin Book Cadillac Detroit MI,1114 Washington Blvd,Detroit                  ,MI,48226,US,1,95.00,A1K,N
KILRJE,3/1/12,3/6/12,3/7/12,XV,SPRINGHILL SUITES,Springhill Suites Seabrook TX,2120 Nasa Parkway,Seabrook                 ,TX,77586,US,1,85.00,GOVV00,Y
KILRKD,7/18/11,7/19/11,7/20/11,GI,HILTON GARDEN INN,Hilton Grdn Inn Detroit Downtown MI,351 Gratiot Avenue,Detroit                  ,MI,48226,US,1,95.00,A04,N
KIOUFH,4/24/13,4/29/13,5/2/13,FN,FAIRFIELD INN,Fairfield Inn Marriott - Great Falls MT,1000 9Th Ave S,Great Falls              ,MT,59405,US,3,77.00,FDMW00,Y
KIQRKO,8/23/12,8/28/12,8/31/12,GI,HILTON GARDEN INN,Hilton Garden Inn - Denton TX,3110 Colorado Blvd.,Denton                   ,TX,76210,US,3,77.00,A03A5K,Y
KIRDPZ,12/8/10,12/13/10,12/14/10,RC,RESIDENCE INNS,"Residence Inn Marriott - Alexandria, VA",2345 Mill Road,Alexandria               ,VA,22314,US,1,181.00,GOV,Y
KIRTFD,3/25/11,3/30/11,3/31/11,DT,DOUBLETREE HOTELS,Doubletree Chicago The Wit,201 N State Street,Chicago                  ,IL,60601,US,1,128.00,A01,Y
KITCYV,8/10/11,8/17/11,8/18/11,DT,DOUBLETREE HOTELS,"Doubletree Spokane, WA",322 North Spokane Falls Court,Spokane                  ,WA,99210,US,1,86.00,A02,Y
KIVDLB,4/27/11,5/1/11,5/2/11,ES,EMBASSY SUITES,Embassy Suites Detroit Airport MI,8600 Wickham Road,Romulus                  ,MI,48174,US,1,95.00,A02,N
KIWNAL,7/17/12,7/19/12,7/20/12,HH,HILTON/CONRAD HOTELS,Hilton San Diego Bayfront,1 Park Boulevard,San Diego                ,CA,92101,US,1,133.00,A0NA7H,N
KIXKGY,10/25/12,10/30/12,10/31/12,MC,MARRIOTT HOTELS,Marriott City Center,220 South State Street,Salt Lake City           ,UT,84111,US,1,96.00,GOVA00,Y
KIXKGY,10/25/12,10/30/12,10/31/12,MC,MARRIOTT HOTELS,Marriott City Center,220 South State Street,Salt Lake City           ,UT,84111,US,1,96.00,GOVA00,Y
KIYWVV,9/1/11,9/6/11,9/9/11,ES,EMBASSY SUITES,Embassy Suites New Orleans LA,315 Julia Street,New Orleans              ,LA,70130,US,3,98.00,A02,N
KJALGL,7/15/11,7/18/11,7/19/11,HG,HOMEWOOD SUITE,Homewood Stes Raleigh NC,5400 Homewood Banks Drive,Raleigh                  ,NC,27612,US,1,90.00,A03,Y
KJAMXP,3/14/12,3/19/12,3/20/12,ES,EMBASSY SUITES,Embassy Suites Riverwalk - San Antonio T,123 E. Houston Street,San Antonio              ,TX,78205,US,1,106.00,A00AGX,N
KJATPD,4/26/13,6/10/13,6/12/13,CP,CROWNE PLAZA HOTELS,Crowne Plaza Suites Southwest Houston TX,9090 Southwest Freeway,Houston                  ,TX,77074,US,2,109.00,XKNXVU,N
KJDCEZ,10/31/12,11/5/12,11/6/12,CZ,COMFORT SUITES,Comfort Suites Columbus OH,4270 Sawyer Rd,Columbus                 ,OH,43219,US,1,82.99,Z42XXV,N
KJDIAP,3/16/12,3/20/12,3/21/12,HX,HAMPTON INNS,Hampton Inn - Ft Lauderdale FL,720 E Cypress Creek Rd,Fort Lauderdale          ,FL,33334,US,1,164.00,A05A0X,Y
KJDYZY,9/22/11,9/27/11,9/28/11,HY,HYATT HOTELS,Hyatt Regency Cleveland Arcade OH,420 Superior Avenue,Cleveland                ,OH,44114-1208,US,1,102.00,KNG,Y
KJDYZY,9/26/11,9/27/11,9/28/11,HY,HYATT HOTELS,Hyatt Regency Cleveland Arcade OH,420 Superior Avenue,Cleveland                ,OH,44114-1208,US,1,102.00,KNG,N
KJEHSK,7/25/13,7/30/13,8/1/13,GI,HILTON GARDEN INN,Hilton Garden Inn US Capitol Washington,1225 First St Ne,Washington               ,DC,20002,US,2,169.00,A0FA73,Y
KJFXNT,5/10/11,5/11/11,5/12/11,HI,HOLIDAY INNS,Holiday Inn San Diego Bayside CA,4875 North Harbor Drive,San Diego                ,CA,92106,US,1,131.00,2QN,N
KJLLUW,7/26/13,7/31/13,8/1/13,SI,SHERATON HOTELS,Four Points Bangor,308 Godfrey Blvd,Bangor                   ,ME,04401,US,1,75.00,C1KXVU,Y
KJONNW,1/24/11,1/25/11,1/26/11,HY,HYATT HOTELS,Hyatt Regency Cleveland Arcade OH,420 Superior Avenue,Cleveland                ,OH,44114-1208,US,1,102.00,KNG,N
KJQPBM,5/31/12,6/3/12,6/4/12,MC,MARRIOTT HOTELS,Marriott SFO Airport - Burlingame CA,1800 Old Bayshore Hwy,Burlingame               ,CA,94010,US,1,111.00,GOVA00,N
KJREZE,1/4/13,1/7/13,1/9/13,HG,HOMEWOOD SUITE,Homewood Suites Dulles-North  VA,44620 Waxpool Road,Ashburn                  ,VA,20147,US,2,108.00,A04A32,N
KJRFUR,1/4/11,1/5/11,1/6/11,WI,WESTIN HOTELS,Westin Book Cadillac Detroit MI,1114 Washington Blvd,Detroit                  ,MI,48226,US,1,95.00,A1K,N
KJRLTI,3/5/12,3/10/12,3/14/12,AT,ATLAS HOTEL,The Address Dubai Mall - Dubai AE,P.O.Box 31166,Dubai,,,AE,4,326.42,A1TBAR,N
KJRLTI,3/5/12,3/10/12,3/14/12,AT,ATLAS HOTEL,The Address Dubai Mall - Dubai AE,P.O.Box 31166,Dubai,,,AE,4,326.42,A1TBAR,N
KJRYKM,2/18/11,2/22/11,2/25/11,HH,HILTON/CONRAD HOTELS,"Hilton Minneapolis Bloomington, MN",3800 American Boulevard East,Minneapolis              ,MN,55420,US,3,120.00,A00,N
KJUTNK,1/3/13,1/8/13,1/10/13,RD,RADISSON HOTELS,"Radisson Hotel El Paso, TX",1770 Airway Boulevard,El Paso                  ,TX,79925,US,2,88.00,IA0078,Y
KJXCKT,10/24/12,10/27/12,10/28/12,HI,HOLIDAY INNS,Holiday Inn Exp Airport - San Diego CA,1955 San Diego Ave,San Diego                ,CA,92110,US,1,89.99,OQN013,Y
KJYXED,1/18/12,1/23/12,1/27/12,XV,SPRINGHILL SUITES,Springhill Suites Boise Park Center,424 East Park Center Blvd,Boise                    ,ID,83706,US,4,77.00,GOVA00,Y
KKBIES,4/25/13,4/30/13,5/2/13,HI,HOLIDAY INNS,Holiday Inn Express Stanton Disneyland P,7161 Westc Katella Avenue,Stanton                  ,CA,90680,US,2,155.00,STNXVU,Y
KKCBMF,4/18/12,4/22/12,4/24/12,RZ,RITZ CARLTON HOTELS,Ritz Carlton Denver CO,1881 Curtis Street,Denver                   ,CO,80202,US,2,149.00,GOVA00,N
KKDJRH,6/23/11,6/28/11,6/29/11,CP,CROWNE PLAZA HOTELS,Crowne Plaza Billing MT,27 North 27Th St,Billings                 ,MT,59101,US,1,77.00,OQN,Y
KKDSZO,8/3/12,8/8/12,8/9/12,SI,SHERATON HOTELS,Sheraton Phoenix Downtown Htl,340 North 3rd Street,Phoenix                  ,AZ,85004,US,1,80.00,H1KXVU,Y
KKEYHE,4/30/13,5/2/13,5/3/13,FN,FAIRFIELD INN,Fairfield Inn N Suites - Jacksonville Be,1616 North First Street,Jacksonville Beach       ,FL,32250,US,1,80.00,GOVA00,Y
KKFIHK,1/23/13,1/29/13,1/31/13,RD,RADISSON HOTELS,"Radisson Hotel El Paso, TX",1770 Airway Boulevard,El Paso                  ,TX,79925,US,2,88.00,IA0075,N
KKFVUN,3/9/11,3/10/11,3/11/11,HX,HAMPTON INNS,Hmptn Stes Fairbanks,433 Harold Bentley Avenue,Fairbanks                ,AK,99701,US,1,75.00,A01,N
KKGITE,8/8/13,8/13/13,8/15/13,BR,RENAISSANCE HOTELS,The Mayflower Renaissance Hotel - Washin,1127 Connecticut Ave Nw,Washington               ,DC,20036,US,2,169.00,GOVA00,N
KKLFMQ,3/17/12,3/19/12,3/22/12,CI,COMFORT INNS,Comfort Inn Downtown DC Conv Washington,1201 13Th Street Nw,Washington               ,DC,20005,US,3,124.00,Z62QXV,Y
KKLGQL,12/8/10,12/13/10,12/14/10,HX,HAMPTON INNS,Hampton Inn Stes Charlotte NC,9110 Southern Pine Blvd,Charlotte                ,NC,28273,US,1,95.00,A07,N
KKLPCE,7/20/11,7/26/11,7/28/11,HX,HAMPTON INNS,Hampton Inn Youngstown OH,880 N Canfield Niles Road,Youngstown               ,OH,44515,US,2,82.00,A0C,N
KKNKIP,8/3/11,8/6/11,8/11/11,RD,RADISSON HOTELS,Radisson Cincinnati Riverfront - Covingt,668 West Fifth Street,Covington                ,KY,41011,US,5,115.00,IA0,Y
