GDS Record Locator,Reservation Date,Ticket Issue Date,Trip Departure Date,Ticket Number,Airline Name,Cabin Class,Domestic / International Indicator,Origin Airport Code,Destination Airport Code,Routing,Invoice Amount,Tax Amount,Total Amount,Mileage,Exchange Indicator,Exchange Original Ticket Number,Refund  Indicator,Original Invoice Number,Online Indicator,Fare Category
26MZUM,9/28/10,10/4/10,10/7/10,8616079743,AMERICAN,Coach,D,DFW,MFE,DFW/MFE/DFW,407.44,50.46,457.9,940.5810234,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
26N547,9/28/10,10/13/10,10/17/10,8616970953,UNITED AIRLINES,Coach,D,MSP,DCA,MSP/ORD/DCA/ORD/MSP,293.96,64.84,358.8,1890.620232,N,,N,,N,YCA City Pair Fare (Contract)
26NFOO,9/28/10,9/29/10,10/3/10,,AIRTRAN AIRWAYS,Coach,D,MEM,DCA,MEM/DCA/ATL,143.7,,143.7,1309.49672,N,,N,,Y,Economy Restricted Fare (Non-Contract)
26NFOO,9/28/10,9/29/10,10/3/10,8615792121,DELTA AIR LINES,Coach,D,MEM,DCA,MEM/DCA,504.19,44.01,548.2,761.6136797,N,,N,,Y,YCA City Pair Fare (Contract)
26NLOM,9/28/10,10/20/10,10/23/10,8617457414,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,271.62,41.78,313.4,2109.49372,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
26O7FD,9/28/10,11/5/10,11/10/10,,SOUTHWEST AIR,Coach,D,DAL,LAS,DAL/LAS/DAL,824.8,,824.8,2131.014298,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
26QD9P,,10/13/10,10/8/10,8616256141,US AIRWAYS,Coach,D,DCA,BOS,DCA/BOS/DCA,-124.7,0,-124.7,-796.7495528,N,,Y,,Y,YCA City Pair Fare (Contract)
26QD9P,9/28/10,10/7/10,10/8/10,8616492781,DELTA AIR LINES,Coach,D,DCA,BOS,DCA/BOS,106.05,18.65,124.7,398.3748176,N,,N,,Y,Economy Discounted Government (Non-Contract)
26QD9P,9/28/10,10/7/10,10/10/10,8616492782,US AIRWAYS,Coach,D,BOS,DCA,BOS/DCA,106.05,18.65,124.7,398.3747352,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
26QD9P,9/28/10,10/5/10,10/8/10,8616256141,US AIRWAYS,Coach,D,DCA,BOS,DCA/BOS/DCA,352.56,47.84,400.4,796.7495528,N,,N,,Y,YCA City Pair Fare (Contract)
26RE3G,9/28/10,10/7/10,10/12/10,8616492749,AMERICAN,Coach,D,ORD,DTW,ORD/DTW/ORD,163.72,33.68,197.4,469.0381448,N,,N,,Y,YCA City Pair Fare (Contract)
26RHGR,9/28/10,10/7/10,10/12/10,8616492691,AMERICAN,Coach,D,ORD,DTW,ORD/DTW/ORD,163.72,33.68,197.4,469.0381448,N,,N,,N,YCA City Pair Fare (Contract)
26RP8G,9/28/10,10/7/10,10/12/10,8616445827,AMERICAN,Coach,D,ORD,DTW,ORD/DTW/ORD,163.72,33.68,197.4,469.0381448,N,,N,,Y,YCA City Pair Fare (Contract)
26RZ9N,9/28/10,10/13/10,10/17/10,8616933362,UNITED AIRLINES,Coach,D,BOS,ABQ,BOS/DEN/ABQ/DEN/BOS,385.11,70.19,455.3,4208.110737,N,,N,,Y,YCA City Pair Fare (Contract)
26SNHC,9/28/10,10/1/10,10/6/10,8615970658,DELTA AIR LINES,Coach,D,ATL,EYW,ATL/EYW/ATL,677.2,72.2,749.4,1297.272476,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
26SVYQ,9/28/10,10/4/10,10/7/10,,SOUTHWEST AIR,Coach,D,MCI,STL,MCI/STL/MCI,241.4,,241.4,474.8206928,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
26UQF7,9/28/10,10/4/10,10/6/10,8616206731,DELTA AIR LINES,Coach,D,ATL,EYW,ATL/EYW/ATL,677.2,72.2,749.4,1297.272476,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
26VDMY,9/28/10,10/21/10,11/2/10,8617620605,JET BLUE AIRWAYS,Coach,D,BOS,MCO,BOS/MCO/BOS,277.2,42.2,319.4,2247.437784,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
26VUX4,9/28/10,10/5/10,10/6/10,,AIRTRAN AIRLINES,Coach,D,ATL,BOS,ATL/BOS/ATL,297.4,,297.4,1892.508981,N,,N,,N,Economy Restricted Fare (Non-Contract)
26WJFU,,11/3/10,11/3/10,8618471137,AMERICAN,Coach,D,MSY,DFW,MSY/DFW,-164.65,-23.05,-187.7,-446.7785448,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
26WJFU,9/28/10,11/2/10,11/3/10,8618471137,AMERICAN,Coach,D,MSY,DFW,MSY/DFW,164.65,23.05,187.7,446.7785448,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
26WJFU,9/28/10,10/21/10,11/1/10,8617586946,AMERICAN,Coach,D,DFW,MFE,DFW/MFE/DFW/MSY/DFW,736.74,96.56,833.3,1834.138465,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
26WRVE,9/28/10,9/29/10,10/4/10,,AIRTRAN AIRWAYS,Coach,D,BWI,MCO,BWI/MCO/BWI,313.4,,313.4,1578.884421,N,,N,,Y,Economy Restricted Fare (Non-Contract)
26XQJY,9/28/10,10/21/10,10/25/10,,SOUTHWEST AIR,Coach,D,GEG,LAS,GEG/LAS/SLC/GEG,628.1,,628.1,1722.768884,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
26XW3Y,9/28/10,10/13/10,10/17/10,8616970985,AMERICAN,Coach,D,PHL,ABQ,PHL/DFW/ABQ/DFW/PHL,260.46,60.84,321.3,3740.053725,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
26Y5LA,9/28/10,10/11/10,10/14/10,8616633528,US AIRWAYS,Coach,D,DCA,MCO,DCA/MCO/DCA,417.68,52.72,470.4,1525.07174,N,,N,,Y,YCA City Pair Fare (Contract)
26YCC7,9/28/10,10/13/10,10/18/10,8616933376,FRONTIER AIRLINES,Coach,D,DEN,DCA,DEN/DCA/DEN,398.14,51.26,449.4,2970.414318,N,,N,,Y,YCA City Pair Fare (Contract)
26YLZ9,9/28/10,10/20/10,10/25/10,8617457609,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,407.44,51.96,459.4,2109.49372,N,,N,,Y,YCA City Pair Fare (Contract)
26YOSI,9/28/10,10/6/10,10/8/10,,SOUTHWEST AIR,Coach,D,DEN,BWI,DEN/MDW/BWI,10.7,,10.7,1516.466686,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
26YOSI,9/28/10,10/1/10,10/8/10,,SOUTHWEST AIR,Coach,D,DEN,BWI,DEN/BWI,159.7,,159.7,1500.523945,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
26YOY7,9/28/10,10/4/10,10/6/10,8616079713,FRONTIER AIRLINES,Coach,D,DCA,DEN,DCA/DEN,199.07,25.63,224.7,1485.207013,N,,N,,N,YCA City Pair Fare (Contract)
26ZEHQ,9/28/10,10/1/10,10/6/10,8615970815,DELTA AIR LINES,Coach,D,IAD,MSP,IAD/MSP/IAD,621.4,68,689.4,1815.538191,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
27244P,9/29/10,9/30/10,10/5/10,,SOUTHWEST,Coach,D,DAL,SAT,DAL/SAT/DAL,295.4,,295.4,496.1363983,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
272GV3,9/29/10,10/1/10,10/6/10,8615970817,AMERICAN,Coach,D,DFW,HOU,DFW/HOU/DFW,565.58,62.32,627.9,494.8782011,N,,N,,Y,YCA City Pair Fare (Contract)
272I2R,9/29/10,10/5/10,10/7/10,8616256378,AMERICAN,Coach,D,BOS,STL,BOS/ORD/STL,340.47,46.93,387.4,1123.647651,N,,N,,N,Economy Discounted Government (Non-Contract)
272UF6,9/29/10,10/20/10,10/25/10,8617457571,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,202.8,36.6,239.4,1735.606068,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2733VP,9/29/10,10/4/10,10/7/10,8616079771,JET BLUE AIRWAYS,Coach,D,IAD,BOS,IAD/BOS/IAD,146.98,32.42,179.4,825.9327377,N,,N,,Y,YCA City Pair Fare (Contract)
2739G5,9/29/10,10/7/10,10/12/10,8616492692,DELTA AIR LINES,Coach,D,MKE,DTW,MKE/DTW/MKE,465.12,54.78,519.9,473.6420049,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
274MAH,9/29/10,10/21/10,10/26/10,8617570463,DELTA AIR LINES,Coach,D,OMA,ATL,OMA/ATL/MEM/OMA,279.06,44.04,323.1,1693.489872,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2764HB,9/29/10,10/14/10,10/19/10,8617016051,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,440.94,54.46,495.4,2382.178084,N,,N,,Y,Economy Discounted Government (Non-Contract)
276BGN,9/29/10,10/13/10,10/18/10,8616933549,AMERICAN,Coach,D,DFW,LRD,DFW/LRD/DFW,435.34,54.06,489.4,794.9972188,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
276HVE,9/29/10,10/7/10,10/12/10,8616492696,AMERICAN,Coach,D,ORD,DTW,ORD/DTW/ORD,163.72,33.68,197.4,469.0381448,N,,N,,Y,YCA City Pair Fare (Contract)
276PRS,,11/5/10,10/18/10,8616933369,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,-440.94,-54.46,-495.4,-2382.178084,N,,Y,,Y,Economy Discounted Government (Non-Contract)
276PRS,9/29/10,10/13/10,10/18/10,8616933369,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,440.94,54.46,495.4,2382.178084,N,,N,,Y,Economy Discounted Government (Non-Contract)
276QE4,,10/2/10,10/3/10,8615792233,US AIRWAYS,Coach,D,BOS,DCA,BOS/DCA/BOS,-493.02,-58.38,-551.4,-796.7495528,N,,Y,,N,YCA City Pair Fare (Contract)
276QE4,9/29/10,9/29/10,10/3/10,8615792233,US AIRWAYS,Coach,D,BOS,DCA,BOS/DCA/BOS,493.02,58.38,551.4,796.7495528,N,,N,,N,YCA City Pair Fare (Contract)
279Z3X,9/29/10,9/30/10,10/5/10,8615912727,DELTA AIR LINES,Coach,D,ORD,CVG,ORD/CVG/ORD,171.16,32.74,203.9,528.1152079,N,,N,,Y,Economy Discounted Government (Non-Contract)
27A8W8,,10/4/10,10/4/10,8616024930,FRONTIER AIRLINES,Coach,D,DCA,DEN,DCA/DEN/DCA,-305.12,-44.28,-349.4,-2970.414318,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
27A8W8,9/28/10,10/4/10,10/4/10,,SOUTHWEST AIR,Coach,D,BWI,DEN,BWI/DEN/BWI,159.7,,159.7,3001.047601,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
27A8W8,9/28/10,10/4/10,10/4/10,,SOUTHWEST AIR,Coach,D,BWI,DEN,BWI/DEN/DCA,159.7,,159.7,2985.730961,N,,N,,N,Economy Restricted Fare (Non-Contract)
27A8W8,9/28/10,10/1/10,10/4/10,8616024930,FRONTIER AIRLINES,Coach,D,DCA,DEN,DCA/DEN/DCA,305.12,44.28,349.4,2970.414318,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
27JIY4,,10/1/10,10/4/10,8615912782,DELTA AIR LINES,Coach,D,VPS,MIA,VPS/ATL/MIA_ATL/VPS,-976.75,-105.35,-1082.1,-1125.705555,N,,Y,,Y,Economy Discounted Government (Non-Contract)
27JIY4,,10/24/10,10/6/10,8615912784,AMERICAN,Coach,D,MIA,ATL,MIA/ATL,-88.37,-17.33,-105.7,-596.9657801,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
27JIY4,9/29/10,9/30/10,10/6/10,8615912784,AMERICAN,Coach,D,MIA,ATL,MIA/ATL,88.37,17.33,105.7,596.9657801,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
27JIY4,9/29/10,9/30/10,10/4/10,8615912782,DELTA AIR LINES,Coach,D,VPS,ATL,VPS/ATL/MIA_ATL/VPS,976.75,105.35,1082.1,1125.705555,N,,N,,Y,Economy Discounted Government (Non-Contract)
27UAC2,9/29/10,10/13/10,10/18/10,8616933366,UNITED AIRLINES,Coach,D,BOS,ABQ,BOS/DEN/ABQ/IAD/BOS,420.46,72.84,493.3,4142.605581,N,,N,,Y,YCA City Pair Fare (Contract)
27VU4M,9/29/10,10/13/10,10/17/10,8616933506,AMERICAN,Coach,D,DCA,ABQ,DCA/DFW/ABQ/DFW/DCA,519.07,80.23,599.3,3519.695784,N,,N,,Y,YCA City Pair Fare (Contract)
27W6VP,9/29/10,10/13/10,10/17/10,8616933365,UNITED AIRLINES,Coach,D,DCA,ORD,DCA/ORD/DCA,243.72,39.68,283.4,1221.809058,N,,N,,Y,YCA City Pair Fare (Contract)
27WFCN,9/29/10,10/20/10,10/24/10,8617457563,US AIRWAYS,Coach,D,DCA,LAS,DCA/LAS/PHX/DCA,444.66,65.44,510.1,4317.04354,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
27XWP8,9/29/10,9/30/10,10/5/10,8615912720,AMERICAN,Coach,D,DFW,BTR,DFW/BTR/DFW,560.93,63.47,624.4,764.4799282,N,,N,,Y,YCA City Pair Fare (Contract)
27ZEY3,9/29/10,10/14/10,10/19/10,,SOUTHWEST AIR,Coach,D,DCA,ATL,DCA/ATL/DCA,287.4,,287.4,1095.766184,N,,N,,Y,Economy Restricted Fare (Non-Contract)
27ZOAV,9/29/10,10/1/10,10/6/10,8615970819,DELTA AIR LINES,Coach,D,ATL,CVG,ATL/CVG/ATL,753.48,76.42,829.9,748.5242879,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
27ZP4G,,12/15/10,12/2/10,8617642204,AMERICAN,Coach,D,IND,MKE,IND/ORD/MKE,-82.79,-27.61,-110.4,-244.680522,N,,Y,,Y,Economy Discounted Government (Non-Contract)
27ZP4G,,12/15/10,11/30/10,8617620703,FRONTIER AIRLINES,Coach,D,MKE,IND,MKE/IND,-82.79,-15.41,-98.2,-238.2350642,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
27ZP4G,9/29/10,10/22/10,11/30/10,8617620703,FRONTIER AIRLINES,Coach,D,MKE,IND,MKE/IND,82.79,15.41,98.2,238.2350642,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
27ZP4G,9/29/10,10/22/10,12/2/10,8617642204,AMERICAN,Coach,D,IND,MKE,IND/ORD/MKE,82.79,27.61,110.4,244.680522,N,,N,,Y,Economy Discounted Government (Non-Contract)
284FNL,9/17/10,10/11/10,10/12/10,8616633432,DELTA AIR LINES,Coach,D,GRR,INL,GRR/MSP/INL/MSP/DTW/GRR,839.07,102.03,941.1,1564.083317,N,,N,,N,YCA City Pair Fare (Contract)
286AZJ,9/17/10,10/7/10,10/12/10,8616445826,DELTA AIR LINES,Coach,D,ORD,INL,ORD/MSP/INL/MSP/ORD,685.58,86.82,772.4,1177.735841,N,,N,,N,Economy Discounted Government (Non-Contract)
28954W,9/17/10,10/20/10,10/23/10,8617457536,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,202.8,36.6,239.4,1735.606068,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
28G43S,9/17/10,9/17/10,10/11/10,8614811378,AMERICAN,Coach,D,DFW,BOI,DFW/SEA/BOI/SEA/DFW,360.94,69.86,430.8,4117.570558,N,,N,,N,Economy Discounted Government (Non-Contract)
28G43S,9/17/10,9/27/10,10/12/10,8615524394,AMERICAN,Coach,D,DFW,BOI,DFW/SEA/BOI/SEA/DFW,,,,4117.570558,Y,8614811378,N,8614811378,N,Economy Discounted Government (Non-Contract)
28MXBS,9/17/10,10/20/10,10/25/10,8617494489,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,202.8,36.6,239.4,1735.606068,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
28O4FY,,10/8/10,10/8/10,8615970741,ALASKA,Coach,D,SEA,BOS,SEA/BOS,-306.05,-33.65,-339.7,-2491.507899,N,,Y,,N,YCA City Pair Fare (Contract)
28O4FY,9/17/10,10/1/10,10/4/10,8615970738,JET BLUE AIRWAYS,Coach,D,BOS,SEA,BOS/SEA,185.12,24.58,209.7,2491.507616,N,,N,,N,Economy Discounted Government (Non-Contract)
28O4FY,9/17/10,10/1/10,10/8/10,8615970741,ALASKA,Coach,D,SEA,BOS,SEA/BOS,306.05,33.65,339.7,2491.507899,N,,N,,N,YCA City Pair Fare (Contract)
28O4FY,9/17/10,10/8/10,10/8/10,8616529885,DELTA AIR LINES,Coach,D,SEA,BOS,SEA/MSP/BOS,695.81,73.59,769.4,2518.526817,N,,N,,N,Economy Discounted Government (Non-Contract)
28OIB9,9/17/10,10/20/10,10/24/10,8617457670,US AIRWAYS,Coach,D,DCA,MCO,DCA/MCO/DCA,297.68,43.72,341.4,1525.07174,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
28QR8Q,,10/4/10,10/4/10,8615669273,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,-318.14,-45.26,-363.4,-1897.501878,N,,Y,,Y,YCA City Pair Fare (Contract)
28QR8Q,9/17/10,9/29/10,10/4/10,8615669273,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,318.14,45.26,363.4,1897.501878,N,,N,,Y,YCA City Pair Fare (Contract)
28RMWW,9/17/10,9/29/10,10/4/10,8615847829,UNITED AIRLINES,Coach,D,MCI,DEN,MCI/DEN/MCI,211.16,37.24,248.4,1084.662081,N,,N,,N,YCA City Pair Fare (Contract)
28RNJ9,9/17/10,10/18/10,10/20/10,8617296908,AMERICAN,Coach,D,MCI,CID,MCI/DFW/CID/ORD/MCI,786.04,101.76,887.8,1747.029704,N,,N,,N,YCA City Pair Fare (Contract)
28RYRS,9/17/10,10/20/10,10/24/10,8617467302,US AIRWAYS,Coach,D,BOS,DCA,BOS/DCA/BOS,212.1,37.3,249.4,796.7495528,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
28SZPZ,9/17/10,10/1/10,10/6/10,8615970777,AMERICAN,Coach,D,DFW,LRD,DFW/LRD/DFW,435.34,54.06,489.4,794.9972188,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
292A34,9/23/10,10/13/10,10/18/10,8616933291,AMERICAN,Coach,D,ORD,ABQ,ORD/ABQ/ORD,336.74,45.16,381.9,2233.598646,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
292I4M,,11/3/10,10/12/10,8616445844,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,-181.7,0,-181.7,-1897.501878,N,,P,,Y,YCA City Pair Fare (Contract)
292I4M,9/23/10,10/12/10,10/15/10,8616820158,US AIRWAYS,Coach,D,DCA,MCI,DCA/MCI,294.88,32.82,327.7,948.7507998,N,,N,,Y,Economy Discounted Government (Non-Contract)
292I4M,9/23/10,10/7/10,10/12/10,8616445844,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,318.14,45.26,363.4,1897.501878,N,,N,,Y,YCA City Pair Fare (Contract)
292QI6,9/23/10,9/29/10,10/4/10,8615792088,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,176.74,34.66,211.4,1221.809058,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
293QM9,9/23/10,10/20/10,10/24/10,8617467450,UNITED AIRLINES,Coach,D,SFO,LAS,SFO/LAS/SFO,154.42,32.98,187.4,826.9360795,N,,N,,Y,YCA City Pair Fare (Contract)
293RW6,9/23/10,10/5/10,10/6/10,8616256264,US AIRWAYS,Coach,D,DCA,PWM,DCA/PWM/DCA,863.26,86.14,949.4,962.2833653,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
295DAD,9/23/10,10/13/10,10/18/10,8616919844,AMERICAN,Coach,D,STL,ABQ,STL/ABQ/STL,299.54,49.76,349.3,1865.521237,N,,N,,Y,YCA City Pair Fare (Contract)
295EEC,9/23/10,10/13/10,10/17/10,8616920006,AMERICAN,Coach,D,ORD,ABQ,ORD/ABQ/ORD,336.74,45.16,381.9,2233.598646,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
295EF8,9/23/10,10/13/10,10/18/10,8616970932,AMERICAN,Coach,D,ORD,ABQ,ORD/ABQ/ORD,336.74,45.16,381.9,2233.598646,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
295JEW,9/23/10,10/7/10,10/12/10,8616445828,DELTA AIR LINES,Coach,D,MDW,DTW,MDW/DTW/MDW,400,51.4,451.4,458.2797268,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2982DC,,9/30/10,10/1/10,8615524603,AMERICAN,Coach,D,DTW,ORD,DTW/ORD,-81.86,-16.84,-98.7,-234.5189485,N,,Y,,Y,YCA City Pair Fare (Contract)
2982DC,9/23/10,9/28/10,10/1/10,8615524603,AMERICAN,Coach,D,DTW,ORD,DTW/ORD,81.86,16.84,98.7,234.5189485,N,,N,,Y,YCA City Pair Fare (Contract)
29APCB,9/23/10,10/7/10,10/12/10,,SOUTHWEST AIR,Coach,D,PHL,PIT,PHL/PIT/PHL,259.4,,259.4,536.1532997,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
29H3WY,9/23/10,10/6/10,10/10/10,8616337898,DELTA AIR LINES,Coach,D,DCA,ATL,DCA/ATL/DCA,280.94,42.46,323.4,1095.766184,N,,N,,N,Economy Discounted Government (Non-Contract)
29H3WY,9/23/10,10/6/10,10/10/10,8616337931,DELTA AIR LINES,Coach,D,DCA,ATL,DCA/ATL/DCA,280.94,42.46,323.4,1095.766184,N,,N,,N,Economy Discounted Government (Non-Contract)
29HAF2,9/23/10,10/4/10,10/5/10,8616206660,ALASKA,Coach,D,SEA,ANC,SEA/ANC/SEA,791.36,42.75,834.11,2894.838256,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
29JBY4,9/23/10,10/15/10,10/16/10,,SOUTHWEST AIR,Coach,D,BWI,STL,BWI/STL/BWI,313.4,,313.4,1472.836264,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
29LPW5,9/23/10,9/29/10,10/4/10,8615792044,ALASKA,Coach,D,SFO,PDX,SFO/PDX/SFO,133.96,31.44,165.4,1102.727834,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
29LPW5,9/23/10,10/7/10,10/7/10,8616492659,ALASKA,Coach,D,PDX,SFO,PDX/SFO,,,,551.3640067,Y,8615792044,N,8615792044,N,_CA Deep Discount City Pair Fare (Contract)
29MC6M,9/23/10,10/7/10,10/12/10,8616445856,DELTA AIR LINES,Coach,D,DCA,DTW,DCA/DTW/DCA,409.3,52.1,461.4,810.4272499,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
29MC6M,9/23/10,10/14/10,10/14/10,8616971028,DELTA AIR LINES,Coach,D,DTW,DCA,DTW/DCA,,,,405.2137754,Y,8616445856,N,8616445856,N,_CA Deep Discount City Pair Fare (Contract)
29NUEV,9/23/10,9/29/10,10/1/10,8615792134,UNITED AIRLINES,Coach,D,DCA,ORD,DCA/ORD,121.86,19.84,141.7,610.9043794,N,,N,,N,YCA City Pair Fare (Contract)
29O9WQ,9/23/10,10/15/10,10/19/10,8617122518,AMERICAN,Coach,D,DFW,ABQ,DFW/ABQ/DFW,583.26,63.64,646.9,1137.517699,N,,N,,N,YCA City Pair Fare (Contract)
29OHHU,9/23/10,10/27/10,11/1/10,8617924896,AMERICAN,Coach,I,BWI,SJU,BWI/SJU/BWI,360,46.2,406.2,3139.64226,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
29OW8N,9/23/10,9/30/10,10/5/10,8615847882,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,440.94,54.46,495.4,2382.178084,N,,N,,Y,Economy Discounted Government (Non-Contract)
29P7HI,9/23/10,10/13/10,10/18/10,8616933343,AMERICAN,Coach,D,ORD,ABQ,ORD/ABQ/ORD,336.74,45.16,381.9,2233.598646,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
29RN7V,9/23/10,10/13/10,10/18/10,8616933344,AMERICAN,Coach,D,ORD,ABQ,ORD/ABQ/ORD,336.74,45.16,381.9,2233.598646,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
29SJYU,,11/1/10,10/14/10,8616970987,AMERICAN,Coach,D,SFO,MIA,SFO/MIA,-292.09,-32.61,-324.7,-2583.910441,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
29SJYU,9/23/10,10/13/10,10/14/10,8616970987,AMERICAN,Coach,D,SFO,MIA,SFO/MIA,292.09,32.61,324.7,2583.910441,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
29SJYU,9/23/10,10/7/10,10/11/10,8616492865,UNITED AIRLINES,Coach,D,IAD,SFO,IAD/SFO/MIA,477.21,57.19,534.4,4999.359306,N,,N,,N,YCA City Pair Fare (Contract)
29V2UZ,9/23/10,10/7/10,10/12/10,,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,199.4,,199.4,761.3834087,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
29V7X3,9/23/10,10/20/10,10/25/10,8617467316,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,271.62,41.78,313.4,2109.49372,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
29XMDC,9/23/10,10/21/10,11/1/10,8617620565,JET BLUE AIRWAYS,Coach,I,JFK,SJU,JFK/SJU/JFK,418,46.2,464.2,3206.12595,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
29XMFR,9/23/10,10/13/10,10/18/10,8616933350,AMERICAN,Coach,D,ORD,ABQ,ORD/ABQ/ORD,336.74,45.16,381.9,2233.598646,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
29XMFR,9/23/10,10/19/10,10/19/10,8617297103,AMERICAN,Coach,D,ABQ,ORD,ABQ/ORD,,,,1116.799431,Y,8616933350,N,8616933350,N,_CA Deep Discount City Pair Fare (Contract)
29Y6X9,,10/1/10,9/27/10,8615370814,DELTA AIR LINES,Coach,D,ATL,DCA,ATL/DCA/ATL,-270.7,0,-270.7,-1095.766184,N,,P,,Y,YCA City Pair Fare (Contract)
29Y6X9,9/23/10,9/30/10,10/1/10,8615847877,DELTA AIR LINES,Coach,D,DCA,ATL,DCA/ATL,140.47,21.23,161.7,547.8830405,N,,N,,Y,Economy Discounted Government (Non-Contract)
2A8OE4,9/10/10,10/13/10,10/18/10,8616919827,UNITED AIRLINES,Coach,D,SFO,ABQ,SFO/ABQ/DEN/SFO,398.14,60.46,458.6,2189.902974,N,,N,,N,YCA City Pair Fare (Contract)
2AE6NB,9/10/10,10/7/10,10/12/10,8616445893,FRONTIER AIRLINES,Coach,D,DEN,DCA,DEN/DCA/DEN,305.12,44.28,349.4,2970.414318,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2AFHEL,9/10/10,10/15/10,10/20/10,8617095974,DELTA AIR LINES,Coach,D,ATL,OAJ,ATL/OAJ/ATL,580.46,63.44,643.9,796.4692704,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2AHSHQ,,10/6/10,9/16/10,8614283186,DELTA AIR LINES,Coach,D,DEN,SEA,DEN/SLC/SEA,-445.58,-54.82,-500.4,-1069.238111,N,,Y,,N,Economy Unrestricted Fare (Non-Contract)
2AHSHQ,,10/6/10,9/17/10,8614283187,ALASKA,Coach,D,SEA,DEN,SEA/DEN,-166.51,-23.19,-189.7,-1018.495344,N,,Y,,N,YCA City Pair Fare (Contract)
